,ID,Museum,Website,City,State,ZIP Code,General Admission,Median Income,Monthly Median Income,Index
223,229,Folk Art Center,southernhighlandguild.org/folk-art-center,Asheville,North Carolina,28805,0.0,61404.0,5117.0,0.0
163,169,Sheldon Museum of Art,sheldonartmuseum.org,Lincoln,Nebraska,68508,0.0,34520.0,2876.7,0.0
31,32,Iris & B. Gerald Cantor Center for Visual Arts,museum.stanford.edu,Stanford,California,94305,0.0,72500.0,6041.7,0.0
319,328,Blue Star Contemporary Art Center,bluestarart.org,San Antonio,Texas,78204,0.0,47620.0,3968.3,0.0
318,327,Artpace,artpace.org,San Antonio,Texas,78205,0.0,36746.0,3062.2,0.0
137,143,George Walter Vincent Smith Art Museum,springfieldmuseums.org/about/smith-art-museum,Springfield,Massachusetts,1105,0.0,23948.0,1995.7,0.0
32,33,Aspen Art Museum,aspenartmuseum.org,Aspen,Colorado,81611,0.0,96033.0,8002.8,0.0
22,23,Timken Museum of Art,timkenmuseum.org,San Diego,California,92103,0.0,94210.0,7850.8,0.0
228,235,North Carolina Museum of Art,ncartmuseum.org,Raleigh,North Carolina,27607,0.0,89179.0,7431.6,0.0
313,322,Irving Arts Center,cityofirving.org/101/Arts-Culture,Irving,Texas,75062,0.0,68692.0,5724.3,0.0
312,321,Station Museum of Contemporary Art,stationmuseum.com,Houston,Texas,77002,0.0,78292.0,6524.3,0.0
311,320,Rothko Chapel,rothkochapel.org,Houston,Texas,77005,0.0,213059.0,17754.9,0.0
310,319,Menil Collection,menil.org,Houston,Texas,77006,0.0,104375.0,8697.9,0.0
121,127,List Visual Arts Center,listart.mit.edu,Cambridge,Massachusetts,2139,0.0,117124.0,9760.3,0.0
308,317,Lawndale Art Center,lawndaleartcenter.org,Houston,Texas,77006,0.0,104375.0,8697.9,0.0
232,239,North Dakota Museum of Art,ndmoa.com,Grand Forks,North Dakota,58202,0.0,28777.0,2398.1,0.0
326,335,Middlebury College Museum of Art,museum.middlebury.edu,Middlebury,Vermont,5753,0.0,88041.0,7336.8,0.0
328,337,Fralin Museum of Art,uvafralinartmuseum.virginia.edu,Charlottesville,Virginia,22903,0.0,66344.0,5528.7,0.0
304,313,Sid Richardson Museum,sidrichardsonmuseum.org,Fort Worth,Texas,76107,0.0,77277.0,6439.8,0.0
329,338,Chrysler Museum of Art,chrysler.org,Norfolk,Virginia,23510,0.0,71720.0,5976.7,0.0
3,4,Montgomery Museum of Fine Arts,mmfa.org,Montgomery,Alabama,36117,0.0,73919.0,6159.9,0.0
6,7,ASU Art Museum,asuartmuseum.asu.edu,Tempe,Arizona,85281,0.0,55572.0,4631.0,0.0
8,9,Crystal Bridges Museum of American Art,crystalbridges.org,Bentonville,Arkansas,72701,0.0,49169.0,4097.4,0.0
350,360,Patrick and Beatrice Haggerty Museum of Art,marquette.edu/haggerty,Milwaukee,Wisconsin,53211,0.0,73783.0,6148.6,0.0
349,358,Madison Museum of Contemporary Art,mmoca.org,Madison,Wisconsin,53703,0.0,45623.0,3801.9,0.0
136,142,Mount Holyoke College Art Museum,artmuseum.mtholyoke.edu,South Hadley,Massachusetts,1075,0.0,92740.0,7728.3,0.0
215,221,Dia Chelsea,diaart.org/visit/visit-our-locations-sites/dia-chelsea-new-york-united-states,New York,New York,10011,0.0,145934.0,12161.2,0.0
343,352,National Portrait Gallery,npg.si.edu,Washington,District of Columbia,20001,0.0,133211.0,11100.9,0.0
342,351,Smithsonian American Art Museum,americanart.si.edu,Washington,District of Columbia,20001,0.0,133211.0,11100.9,0.0
216,222,Wallach Art Gallery,wallach.columbia.edu,New York,New York,10027,0.0,63125.0,5260.4,0.0
9,10,Arkansas Museum of Fine Arts,arkmfa.org,Little Rock,Arkansas,72202,0.0,46162.0,3846.8,0.0
10,11,J. Paul Getty Museum,getty.edu/museum,Los Angeles,California,90049,0.0,161605.0,13467.1,0.0
11,12,Hammer Museum,hammer.ucla.edu,Los Angeles,California,90024,0.0,74852.0,6237.7,0.0
335,344,Frye Art Museum,fryemuseum.org,Seattle,Washington,98112,0.0,153204.0,12767.0,0.0
125,131,Art Complex Museum,artcomplex.org,Duxbury,Massachusetts,2445,0.0,132970.0,11080.8,0.0
170,176,Zimmerli Art Museum,zimmerlimuseum.rutgers.edu,New Brunswick,New Jersey,8901,0.0,57138.0,4761.5,0.0
169,175,Newark Museum of Art,newarkmuseumart.org,Newark,New Jersey,7102,0.0,35515.0,2959.6,0.0
208,214,Hispanic Society of America,hispanicsociety.org,New York,New York,10032,0.0,56752.0,4729.3,0.0
330,339,Virginia Museum of Fine Arts,vmfa.museum,Richmond,Virginia,23220,0.0,51830.0,4319.2,0.0
305,314,ArtCar Museum,artcarmuseum.com,Houston,Texas,77007,0.0,140536.0,11711.3,0.0
302,311,Kimbell Art Museum,kimbellart.org,Fort Worth,Texas,76107,0.0,77277.0,6439.8,0.0
36,37,Denver Public Library,denverlibrary.org,Denver,Colorado,80204,0.0,74993.0,6249.4,0.0
106,112,Colby College Museum of Art,colby.edu/museum,Waterville,Maine,4901,0.0,50835.0,4236.2,0.0
275,282,Greenville County Museum of Art,gcma.org,Greenville,South Carolina,29601,0.0,70580.0,5881.7,0.0
69,75,Krannert Art Museum,kam.illinois.edu,Champaign,Illinois,61801,0.0,35266.0,2938.8,0.0
156,162,Saint Louis Art Museum,slam.org,St. Louis,Missouri,63110,0.0,69420.0,5785.0,0.0
72,78,National Museum of Mexican Art,nationalmuseumofmexicanart.org,Chicago,Illinois,60608,0.0,66821.0,5568.4,0.0
73,79,National Museum of Puerto Rican Arts and Culture,nmprac.org,Chicago,Illinois,60622,0.0,119134.0,9927.8,0.0
141,147,Rose Art Museum,brandeis.edu/rose,Waltham,Massachusetts,2453,0.0,111294.0,9274.5,0.0
76,82,Smart Museum of Art,smartmuseum.uchicago.edu,Chicago,Illinois,60637,0.0,37247.0,3103.9,0.0
110,116,Mead Art Museum,museums.fivecolleges.edu/mead,Amherst,Massachusetts,1002,0.0,74265.0,6188.8,0.0
142,148,Davis Museum and Cultural Center,wellesley.edu/davismuseum,Wellesley,Massachusetts,2481,0.0,250000.0,20833.3,0.0
155,161,Lauren Rogers Museum of Art,lrma.org,Laurel,Mississippi,39401,0.0,36552.0,3046.0,0.0
150,156,Minneapolis Institute of Art,artsmia.org,Minneapolis,Minnesota,55404,0.0,40817.0,3401.4,0.0
89,95,Stanley Museum of Art,stanleymuseum.uiowa.edu,Iowa City,Iowa,52242,0.0,41776.0,3481.3,0.0
109,115,Walters Art Museum,thewalters.org,Baltimore,Maryland,21201,0.0,42324.0,3527.0,0.0
93,99,Nerman Museum of Contemporary Art,nermanmuseum.org,Overland Park,Kansas,66210,0.0,89587.0,7465.6,0.0
147,153,University of Michigan Museum of Art,umma.umich.edu,Ann Arbor,Michigan,48109,0.0,13708.0,1142.3,0.0
96,102,Owensboro Museum of Fine Art,omfa.us,Owensboro,Kentucky,42303,0.0,61777.0,5148.1,0.0
101,107,Bowdoin College Museum of Art,bowdoin.edu/art-museum,Brunswick,Maine,4011,0.0,71236.0,5936.3,0.0
256,263,Westmoreland Museum of American Art,thewestmoreland.org,Greensburg,Pennsylvania,15601,0.0,71134.0,5927.8,0.0
108,114,Baltimore Museum of Art,artbma.org,Baltimore,Maryland,21218,0.0,58847.0,4903.9,0.0
113,119,Addison Gallery of American Art,addison.andover.edu,Andover,Massachusetts,1810,0.0,162694.0,13557.8,0.0
66,72,John Young Museum of Art,STILL TRYING TO FIND INFO,Honolulu,Hawaii,96822,0.0,91312.0,7609.3,0.0
278,285,Knoxville Museum of Art,knoxart.org,Knoxville,Tennessee,37916,0.0,18586.0,1548.8,0.0
293,302,The Pearce Collections at Navarro College,pearcecollections.us,Corsicana,Texas,75110,0.0,51048.0,4254.0,0.0
301,310,Amon Carter Museum,cartermuseum.org,Fort Worth,Texas,76107,0.0,77277.0,6439.8,0.0
300,309,El Paso Museum of Art,epma.art,El Paso,Texas,79901,0.0,14142.0,1178.5,0.0
162,168,Museum of Nebraska Art,mona.unk.edu,Kearney,Nebraska,68801,0.0,58266.0,4855.5,0.0
161,167,Missoula Art Museum,missoulaartmuseum.org,Missoula,Montana,59801,0.0,51494.0,4291.2,0.0
233,240,Taube Museum of Art,taubemuseum.org,Minot,North Dakota,58701,0.0,74753.0,6229.4,0.0
296,305,Dallas Museum of Art,dma.org,Dallas,Texas,75201,0.0,102891.0,8574.2,0.0
235,242,Cincinnati Art Museum,cincinnatiartmuseum.org,Cincinnati,Ohio,45202,0.0,86765.0,7230.4,0.0
294,303,Crow Collection of Asian Art,dma.org/crow-collection,Dallas,Texas,75201,0.0,102891.0,8574.2,0.0
292,300,Art Museum of Southeast Texas,amset.org,Beaumont,Texas,77701,0.0,46653.0,3887.8,0.0
243,250,The Butler Institute of American Art,butlerart.com,Youngstown,Ohio,44502,0.0,32264.0,2688.7,0.0
238,245,The Cleveland Museum of Art,clevelandart.org,Cleveland,Ohio,44106,0.0,39878.0,3323.2,0.0
117,123,McMullen Museum of Art,bc.edu/sites/artmuseum,Boston,Massachusetts,2467,0.0,171250.0,14270.8,0.0
158,164,Kemper Museum of Contemporary Art,kemperart.org,Kansas City,Missouri,64111,0.0,60330.0,5027.5,0.0
157,163,Nelson-Atkins Museum of Art,nelson-atkins.org,Kansas City,Missouri,64111,0.0,60330.0,5027.5,0.0
285,292,Fisk University Galleries,fisk.edu/galleries,Nashville,Tennessee,37208,0.0,59050.0,4920.8,0.0
64,70,Hawaii State Art Museum,sfca.hawaii.gov/hisam,Honolulu,Hawaii,96813,0.0,86355.0,7196.2,0.0
241,248,Allen Memorial Art Museum,oberlin.edu/amam,Oberlin,Ohio,44074,0.0,68014.0,5667.8,0.0
242,249,Toledo Museum of Art,toledomuseum.org,Toledo,Ohio,43620,0.0,22361.0,1863.4,0.0
0,1,Birmingham Museum of Art,artsbma.org,Birmingham,Alabama,35203,0.0,42596.0,3549.7,0.0
